@relation data
@attribute "#classes" numeric
@attribute "#atributos" numeric
@attribute "#exemplos" numeric
@attribute "#exemplos/#atributos" numeric
@attribute "%nominais" numeric
@attribute "log(#exs)" numeric
@attribute "log(#exs/#atrs)" numeric
@attribute "AH-conect.-Y" numeric
@attribute "AH-Dunn-Y" numeric
@attribute "AH-silhueta-Y" numeric
@attribute "AH-conect.-1.5Y" numeric
@attribute "AH-Dunn-1.5Y" numeric
@attribute "AH-silhueta-1.5Y" numeric
@attribute "AH-conect.-2Y" numeric
@attribute "AH-Dunn-2Y" numeric
@attribute "AH-silhueta-2Y" numeric
@attribute "kM-conect.-Y" numeric
@attribute "kM-Dunn-Y" numeric
@attribute "kM-silhueta-Y" numeric
@attribute "kM-conect.-1.5Y" numeric
@attribute "kM-Dunn-1.5Y" numeric
@attribute "kM-silhueta-1.5Y" numeric
@attribute "kM-conect.-2Y" numeric
@attribute "kM-Dunn-2Y" numeric
@attribute "kM-silhueta-2Y" numeric
@attribute learner {NB,kNN,VFDT,SVM,C45,IELM,CIELM}
@attribute class {AgTUeuc1.0,DWTUmah1.0,DWeuc1.0,EERMent,Mar,Rnd,SGcon}
@data
13.0,32.0,2667.2,83.35,0.0,3.4260555824839303,1.920905604164024,1427.7071428571403,0.12896886146310796,0.08973798629507185,1818.9900793650806,0.05742534740018772,0.05976212912377132,2025.940873015869,0.05965203371233608,0.03332455943443549,1171.52698412698,0.11105039229090204,0.12608812446757792,1362.3615079365109,0.0637905378640673,0.11433997856514906,1525.6186507936507,0.0637905378640673,0.110058034332441,IELM,DWTUmah1.0
3.0,60.0,2404.0,40.06666666666667,100.0,3.380934463330702,1.6027832129470583,24.789682539682495,0.2600063706987799,0.632559838914581,1927.3682539682493,0.13125038256290808,0.006157546610244647,2439.123412698411,0.18325977786928896,0.0010793171752704602,7.786904761904762,0.7418166774175731,0.7467410345405959,1677.2162698412699,0.11535638836277404,0.015200223962246611,2376.259126984129,0.17706649068942099,0.0116747798700928,VFDT,EERMent
3.0,4.0,117.6,29.4,0.0,2.0704073217401198,1.4683473304121573,11.811507936507896,0.09221633425916448,0.4408993567629811,21.638095238095204,0.10804893404996598,0.42390557550773883,30.63174603174601,0.10472980315978,0.35793747147148103,18.67539682539679,0.06513360275737036,0.4433249300521658,26.0123015873016,0.08022648257463129,0.416617928303222,33.29920634920642,0.09362833013373778,0.35065710213196793,IELM,Mar
30.0,15.0,272.0,18.133333333333333,0.0,2.4345689040341987,1.2584776449785176,219.63809523809502,0.12382133109762603,0.20907805319527,279.35714285714306,0.18562025663570098,0.234468069635527,336.859523809524,0.18286152281195991,0.25485004273535083,234.55158730158692,0.0666533204525366,0.23889690632358707,296.7511904761902,0.09573667382162167,0.2488259029755681,349.80198412698405,0.09573667382162167,0.2578190240860199,CIELM,DWTUmah1.0
5.0,90.0,129.6,1.44,0.0,2.1126050015345745,0.15836249209524964,59.30793650793651,0.14740855358309,0.5118036467204666,106.34801587301598,0.04170047217787479,0.14229563694206904,106.34801587301598,0.04746996413695891,0.162739310177948,32.57658730158732,0.33868623821480603,0.6400459112156773,74.06825396825396,0.02184956630501321,0.06797055338697396,71.48333333333333,0.0403359175406084,0.1420663862987621,VFDT,AgTUeuc1.0
11.0,10.0,422.4,42.239999999999995,0.0,2.625723909525756,1.6257239095257559,66.7055555555555,0.21481798935724095,0.2318223470821791,82.0313492063492,0.18870789922882905,0.2554272904227712,107.69761904761894,0.18870789922882905,0.2775774465858849,93.75476190476188,0.06551498324677009,0.23305071694778096,97.79087301587302,0.098434680735281,0.2704146286909521,130.34563492063492,0.062382516884609426,0.291409037268119,NB,AgTUeuc1.0
5.0,5.0,322.4,64.47999999999999,0.0,2.508395033133053,1.8094250287970342,128.5337301587301,0.0890945511140253,0.16343010801193,151.81785714285704,0.0890945511140253,0.14438631388075807,169.54801587301606,0.10075126729010703,0.17415500598185304,167.99365079365091,0.09655348472143904,0.18925732330222192,195.03134920634903,0.09655348472143904,0.18141357310435297,214.80158730158692,0.08211528348813496,0.20097516949936092,kNN,EERMent
2.0,9.0,369.6,41.06666666666667,11.11111111111111,2.567731962548069,1.6134894531087443,96.36388888888888,0.100637719511242,0.17356034995770703,96.71111111111108,0.100637719511242,0.09842861418804287,154.12619047619,0.11578675876397602,0.11011461925085798,104.969444444444,0.0667211847125855,0.2005069789767849,189.54642857142892,0.08777829555258361,0.18531275915098397,178.58412698412704,0.0760573994345801,0.14390047820092292,NB,AgTUeuc1.0
2.0,6.0,345.6,57.6,0.0,2.5385737338068557,1.760422483423212,2.516666666666671,0.36179595098937795,0.16335720555002403,3.13888888888889,0.36179595098937795,0.14683169720299005,15.59404761904761,0.1621355744917471,0.18236908011737707,2.516666666666671,0.36179595098937795,0.16335720555002403,3.13888888888889,0.36179595098937795,0.14683169720299005,3.338888888888889,0.3881004348867661,0.19048524367031397,VFDT,AgTUeuc1.0
2.0,25.0,2468.0,98.72,72.0,3.392345155361204,1.9944051466891664,0.10000000000000003,0.23639615719543605,0.4668473231224569,62.06547619047617,0.0161546137268212,0.17219033200251802,70.48293650793651,0.0161546137268212,0.05096405316108952,11.0694444444444,0.22646758666785402,0.4705787268695632,487.5246031746029,0.012268996791116298,0.20445384955474208,551.6611111111107,0.0122288928993578,0.12063573046284302,CIELM,DWTUmah1.0
6.0,60.0,480.0,8.0,0.0,2.681241237375587,0.9030899869919435,48.56349206349208,0.264362465627567,0.17498964739073208,119.18928571428602,0.32709603947354515,0.162360430699378,151.42182539682506,0.36739233359433604,0.15193099854184308,89.375,0.26872493121748087,0.18937772715048695,136.495634920635,0.3370854894755688,0.17331992847095193,174.68492063492107,0.32117849232048284,0.15392586439912606,kNN,DWTUmah1.0
3.0,6.0,248.0,41.333333333333336,0.0,2.3944516808262164,1.6163004304425728,55.9503968253968,0.029166558374541404,0.2752518060345299,85.22936507936512,0.029166558374541404,0.19097750030038202,108.26944444444403,0.029166558374541404,0.16155163390614102,58.831746031745986,0.02557718278724951,0.295035867267667,95.64007936507942,0.0318538583211928,0.23107197335992186,129.99960317460307,0.02954555812407541,0.19866315280084812,SVM,DWTUmah1.0
2.0,41.0,841.6,20.526829268292683,0.0,2.925105726809664,1.3123218700899284,99.13174603174598,0.047360294129757195,0.08429711786007249,126.33928571428609,0.047360294129757195,0.11185101242887403,126.33928571428609,0.047360294129757195,0.1302801935661,215.25634920634909,0.014715371202305596,0.11773307462523698,246.6817460317461,0.011733978737333702,0.10758544368542004,229.73968253968295,0.01857315052748049,0.13123969177735206,CIELM,DWTUmah1.0
4.0,18.0,676.8,37.599999999999994,0.0,2.8304603500309673,1.575187844927661,95.23849206349209,0.0960110464750265,0.2871592552664339,140.35317460317495,0.0987193151536183,0.21107144379956608,175.06904761904804,0.0987193151536183,0.19049550644499796,129.81626984126993,0.09135665290179372,0.3041749892803391,176.53095238095196,0.06830974767530947,0.24382958904616994,275.59841269841303,0.0816966091406335,0.21104854122845493,IELM,DWTUmah1.0
3.0,90.0,92.8,1.031111111111111,0.0,1.9675479762188621,0.01330546677953718,42.44801587301592,0.24211154107228697,0.5986216438314039,42.959126984126996,0.282888933075002,0.5908201064752899,44.959126984126996,0.282888933075002,0.5720517918838177,12.4448412698413,0.38475865667013304,0.6738608557529437,24.289682539682495,0.3941225239492032,0.6215237085654514,36.17222222222221,0.282888933075002,0.5670332846800913,CIELM,DWeuc1.0
2.0,7.0,352.0,50.285714285714285,0.0,2.546542663478131,1.7014446234638743,36.225396825396814,0.028623337718520693,0.48319270530961594,47.407539682539685,0.028623337718520693,0.25824247875430495,81.10158730158724,0.01498512636252149,0.2269507100685469,30.63253968253969,0.019444596065642594,0.5283876364552,39.14603174603169,0.0320630895227969,0.282763387247332,37.460714285714296,0.038407344423445296,0.3021166379869549,VFDT,EERMent
2.0,50.0,80.0,1.6,0.0,1.9030899869919435,0.2041199826559248,14.514682539682498,0.4387830771070529,0.17298231168794406,28.156746031746014,0.4387830771070529,0.14670947626575606,48.6468253968254,0.38960649783761403,0.08183825376628079,19.88015873015871,0.4230407745276081,0.1739873842343359,27.119444444444408,0.4387830771070529,0.13788794610531105,45.6896825396825,0.39184130077258117,0.09458168781864912,C45,DWTUmah1.0
