@relation autogeneratedbymetaParesByPool
@attribute "#classes" numeric
@attribute "#atributos" numeric
@attribute "#exemplos" numeric
@attribute "#exemplos/#atributos" numeric
@attribute "%nominais" numeric
@attribute "log(#exs)" numeric
@attribute "log(#exs/#atrs)" numeric
@attribute skewnessesmin numeric
@attribute skewavg numeric
@attribute skewnessesmax numeric
@attribute skewnessesminByskewnessesmax numeric
@attribute kurtosesmin numeric
@attribute kurtavg numeric
@attribute kurtosesmax numeric
@attribute kurtosesminBykurtosesmax numeric
@attribute nominalValuesCountmin numeric
@attribute nominalValuesCountAvg numeric
@attribute nominalValuesCountmax numeric
@attribute nominalValuesCountminBynominalValuesCountmax numeric
@attribute mediasmin numeric
@attribute mediasavg numeric
@attribute mediasmax numeric
@attribute mediasminBymediasmax numeric
@attribute desviosmin numeric
@attribute desviosavg numeric
@attribute desviosmax numeric
@attribute desviosminBydesviosmax numeric
@attribute entropiasmin numeric
@attribute entropiasavg numeric
@attribute entropiasmax numeric
@attribute entropiasminByentropiasmax numeric
@attribute correlsmin numeric
@attribute correlsavg numeric
@attribute correlsmax numeric
@attribute correlsminBycorrelsmax numeric
@attribute correleucmah numeric
@attribute correleucman numeric
@attribute correlmanmah numeric
@attribute "AH-conect.-Y" numeric
@attribute "AH-Dunn-Y" numeric
@attribute "AH-silhueta-Y" numeric
@attribute "AH-conect.-1.5Y" numeric
@attribute "AH-Dunn-1.5Y" numeric
@attribute "AH-silhueta-1.5Y" numeric
@attribute "AH-conect.-2Y" numeric
@attribute "AH-Dunn-2Y" numeric
@attribute "AH-silhueta-2Y" numeric
@attribute "kM-conect.-Y" numeric
@attribute "kM-Dunn-Y" numeric
@attribute "kM-silhueta-Y" numeric
@attribute "kM-conect.-1.5Y" numeric
@attribute "kM-Dunn-1.5Y" numeric
@attribute "kM-silhueta-1.5Y" numeric
@attribute "kM-conect.-2Y" numeric
@attribute "kM-Dunn-2Y" numeric
@attribute "kM-silhueta-2Y" numeric
@attribute class {"ATUeuc","HTUeuc-RFw","TUeuc-RFw"}
@data
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.12101692216619239,0.5426346405946219,1.0029464549718647,-0.12066139878782187,-1.1241976823310322,0.12462446747169345,1.8826838819062957,-0.5971250368345085,1.0,1.0,1.0,1.0,0.07212323824451405,0.13085613564054338,0.37690811034482785,0.19135496495028864,0.03769410555088986,0.06633292699284944,0.1758533336848013,0.21434967857051035,0.07887569494578883,0.133235823094709,0.34553038225615074,0.22827426760786612,-0.5080133392743047,0.12040251333020703,1.0,-0.5080133392743047,0.0,0.0,0.0,569.639285714286,0.229265833093796,0.0589564061876072,690.081746031746,0.160623341416941,0.0609933289213991,774.744047619048,0.168684516619932,0.0692673182290088,827.328968253968,0.154953637718843,0.0746226726813932,906.201190476191,0.150372454106553,0.0823429331143362,953.25119047619,0.173615218739697,0.0881676703195664,ATUeuc
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.1215923356456982,0.5399711855382562,0.9632056019551383,-0.12623715580441716,-1.133182378313546,0.11548782088119701,1.8813345716783116,-0.6023290037681337,1.0,1.0,1.0,1.0,0.07148244200626956,0.13090814528735634,0.3752433956112859,0.19049620284408184,0.03734304053005342,0.06617739825735448,0.17541563784737763,0.21288318982452498,0.07822971826825033,0.13328324557061164,0.3441572490854228,0.2273080647760322,-0.512226951727103,0.11905782728360602,1.0,-0.512226951727103,0.0,0.0,0.0,582.153571428571,0.23298132487214,0.0637886238368529,690.924603174603,0.182923798221218,0.0602344688013215,792.744444444444,0.175319528028774,0.0670471828805715,773.556349206349,0.193927082465759,0.0774969636308089,859.055555555556,0.182089229900267,0.0825972612279699,926.795634920635,0.183376788916844,0.089644015132521,TUeuc-RFw
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.12485862554815863,0.5604108986891831,1.07193122816427,-0.11648007098550958,-1.1108005523269031,0.16880442488846834,2.108380431205596,-0.5268501527932199,1.0,1.0,1.0,1.0,0.07096266520376181,0.1307612001922675,0.3794440018808773,0.18701749099209594,0.037691030662280904,0.06640867593585495,0.17644634546309818,0.21361185216592413,0.07768959317389434,0.13313455026050142,0.34760643952056247,0.22349871677017266,-0.5014616735468872,0.12004002538909672,1.0,-0.5014616735468872,0.0,0.0,0.0,550.915476190476,0.214558230954882,0.0609339368245793,696.38373015873,0.156540387549389,0.062406576480214,792.648015873016,0.156540387549389,0.0690101826399446,774.763888888889,0.149967703794998,0.0783261615053674,831.878968253968,0.150071322197841,0.0823447628175777,999.29246031746,0.126375630611478,0.0893430794542183,HTUeuc-RFw
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.11681431592220458,0.5488159103733724,1.0767030585816886,-0.10849260154984687,-1.1274582957082504,0.1449766858894277,2.122470102429019,-0.5312010258320968,1.0,1.0,1.0,1.0,0.07214907084639495,0.1309467278829676,0.37819442884012516,0.19077243170309804,0.03720962224809055,0.06646557537246708,0.17581531002150452,0.21164039834494122,0.07892456559064678,0.13330912314155385,0.346622221248915,0.22769620858776327,-0.5101249917565543,0.11914000738861533,1.0,-0.5101249917565543,0.0,0.0,0.0,516.265873015873,0.205142175378636,0.0606026871187063,608.013888888889,0.150675107096711,0.0660468271423455,721.701587301587,0.150675107096711,0.0717121565751788,826.332142857143,0.151023548864037,0.0723109726413218,841.015873015873,0.152968889683371,0.0848603439718815,978.083333333333,0.151889223457413,0.0891416264964544,TUeuc-RFw
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.12086935976843288,0.5438483224425774,1.045823505355059,-0.11557338226720913,-1.1260607190375602,0.11444776153050339,2.1765693516078506,-0.5173557728384485,1.0,1.0,1.0,1.0,0.07157172493734343,0.13077416673350042,0.376931300125313,0.18988002565334583,0.03731483017539413,0.06638480390796386,0.17782495846368887,0.2098402299529493,0.07841428000205661,0.1332257663930952,0.34560972217331754,0.22688678868452997,-0.5099447318490092,0.12057211575965734,1.0,-0.5099447318490092,0.0,0.0,0.0,559.346825396825,0.209375757248493,0.058176331642062,689.187698412698,0.152656667218313,0.0632457908026258,826.313095238095,0.152656667218313,0.062089918215051,883.298809523809,0.154961918424582,0.0762943314962742,854.418650793651,0.152430731039132,0.0838044464644187,1026.69722222222,0.12653412479602,0.0872359255437485,HTUeuc-RFw
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.12351695012643299,0.5452569232346812,0.9761764611637247,-0.12653137525892122,-1.1344036520873313,0.1339511674506243,1.9002834703609244,-0.5969654895076638,1.0,1.0,1.0,1.0,0.07167699184952982,0.13099915523510972,0.3770602263322887,0.19009427896105816,0.03771407047220454,0.06643882989160921,0.17681388793148062,0.21329812331721135,0.0784409501972896,0.13336328544352044,0.345597156364838,0.22697220955858072,-0.5068155239271653,0.11950073063250616,1.0,-0.5068155239271653,0.0,0.0,0.0,525.548412698413,0.158696188773492,0.0581649760795666,620.52619047619,0.158696188773492,0.0646774793940207,719.514285714286,0.158696188773492,0.0688328896148432,805.265079365079,0.161791259247994,0.0683636793501269,812.725793650794,0.163448095640355,0.0835432830329573,984.405555555556,0.165065622518475,0.0877829806608495,HTUeuc-RFw
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.12631440735547522,0.5484092289686469,1.0796657318763876,-0.11699399510990234,-1.1007882764701347,0.12522570394548174,2.1340103555204903,-0.515830803549053,1.0,1.0,1.0,1.0,0.07199391536050156,0.13109507011912225,0.3786668062695922,0.19012470638697976,0.03709611656378484,0.06658362418870392,0.1760837935156231,0.21067308821066189,0.07882525129537664,0.1334369700013269,0.34698159030787695,0.22717415994731868,-0.5087295404333215,0.11959663176168414,1.0,-0.5087295404333215,0.0,0.0,0.0,596.862301587302,0.257227942455292,0.0641559616999226,702.30873015873,0.192630143128368,0.0669479604349652,775.269444444444,0.1974491658728,0.0749375296291009,874.778571428571,0.184629367083875,0.0784713762068347,918.036507936508,0.186228122955494,0.0833555561099075,1006.61507936508,0.191764833429325,0.0912434725467435,TUeuc-RFw
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.12117278607347293,0.5455247551465463,1.0162835614976917,-0.11923127625414036,-1.1395419836727003,0.1343177250489988,2.0114042716874776,-0.5665405009390161,1.0,1.0,1.0,1.0,0.0713767467084641,0.13057070403343787,0.3777112545454547,0.18897172337202478,0.03785908939880402,0.06606307886041235,0.17618698154010964,0.21488017484529784,0.07813465912320404,0.1329764189796712,0.34618019564735575,0.22570516772946095,-0.5099151796177402,0.11886393992062895,1.0,-0.5099151796177402,0.0,0.0,0.0,564.795634920635,0.204851898997168,0.0683334660612921,652.352777777778,0.152429777048007,0.0668795778661377,748.071825396825,0.152429777048007,0.0786826680926714,752.121031746032,0.1552121115589,0.0818468896050442,843.672619047619,0.129841142088749,0.0837545055448894,970.082936507937,0.159540437324722,0.0950505258063272,ATUeuc
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.10515342166277343,0.5512747778145052,1.0132810672331964,-0.10377517656566797,-1.1460639220787021,0.14538892230112072,1.8057557652625382,-0.6346727193818906,1.0,1.0,1.0,1.0,0.07083637053291544,0.13064462945872518,0.3748974946708463,0.18894863673364523,0.037294743438023054,0.06636288894697097,0.1753206359779326,0.21272306725328843,0.07760081641542373,0.13303115004450045,0.34389285706352174,0.22565405131718042,-0.5075155371081551,0.11968404630519619,1.0,-0.5075155371081551,0.0,0.0,0.0,590.764285714286,0.196214586820869,0.0597579385502275,706.227777777778,0.155913181514998,0.0631334791197963,812.661507936508,0.155913181514998,0.0624804191544845,822.331349206349,0.165456977104496,0.0765334409374814,817.469444444444,0.126646408732832,0.0821961066287381,987.437301587302,0.138758785936153,0.0892787060767927,TUeuc-RFw
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.12891998015456352,0.5454507722630046,1.068790909869568,-0.1206222648079001,-1.1033801119802071,0.1303503566577249,2.1499330794702627,-0.5132160263574701,1.0,1.0,1.0,1.0,0.07214504573934846,0.13093671497911444,0.37838454385964937,0.19066594265041795,0.037101518355967124,0.06632455768832334,0.17695854681940715,0.20966220068381675,0.07897515696951458,0.13338067082626973,0.34687410744186,0.2276767140445953,-0.5189409626278849,0.12152407170701554,1.0,-0.5189409626278849,0.0,0.0,0.0,553.375793650794,0.220357669494451,0.0644661328166952,676.739682539683,0.167748649403541,0.0576517909304173,803.184920634921,0.166521266880497,0.0664935421946143,840.590079365079,0.155178610554892,0.0791933622816246,902.794444444444,0.156138527546775,0.0818728218850486,969.987698412698,0.167700456634862,0.0920236875365897,TUeuc-RFw
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.09824959571214686,0.5520714751346747,1.086652947288667,-0.09041487989085358,-1.1491036904082796,0.15190766159216956,2.2524454048326756,-0.5101582874962697,1.0,1.0,1.0,1.0,0.07101334608150463,0.13080710506165097,0.37739602257053334,0.1881666520961614,0.03749798044580986,0.06634181885504954,0.17645680681767237,0.21250515138560466,0.0777647567325553,0.13318148997308873,0.3459193960885973,0.22480600281991153,-0.5198667912304634,0.12061578976838803,1.0,-0.5198667912304634,0.0,0.0,0.0,580.404761904762,0.194892857863753,0.0658912999380317,671.688888888889,0.194892857863753,0.0755177945839101,796.613095238095,0.147714282371893,0.0741191121621238,839.084920634921,0.169156682918422,0.0800910806155771,841.127777777778,0.157886833712922,0.0924241929453602,978.56746031746,0.167309858249081,0.0932552310352255,TUeuc-RFw
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.1359994681581405,0.5521218039840807,1.0743534828622028,-0.12658726418033486,-1.1376134738628805,0.15267612524040658,2.139647121223452,-0.5316827539357949,1.0,1.0,1.0,1.0,0.0721939090909091,0.13088376484848488,0.3792820971786835,0.190343571784507,0.037468789807974766,0.0662695132249931,0.17617668225383457,0.2126773494008129,0.07893513880157971,0.1332648629774373,0.34748005514458885,0.22716451673387197,-0.50616347191141,0.119396051746945,1.0,-0.50616347191141,0.0,0.0,0.0,530.628174603175,0.21234562975686,0.0592347613417235,643.361904761905,0.159854210199069,0.0623251753281744,722.96626984127,0.172576179045216,0.0716314436863157,885.80753968254,0.153975267971509,0.0767525171503004,879.784523809524,0.159854210199069,0.0818023296050085,968.124206349206,0.172772625446288,0.0894037404567601,ATUeuc
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.11127656309647156,0.538499766602108,1.046018421391734,-0.10638107400481284,-1.1134111284014396,0.11761504362051028,1.8761901952508957,-0.5934425684665448,1.0,1.0,1.0,1.0,0.0717923780564263,0.13090144301776385,0.3740768821316617,0.19191877789218192,0.03718321941280369,0.06627009439852666,0.1759139666949835,0.21137161597450374,0.07855660667494865,0.13327313494429202,0.343167402395942,0.22891628437456038,-0.5174416587904368,0.11964756825267694,1.0,-0.5174416587904368,0.0,0.0,0.0,527.31746031746,0.193345635538602,0.0615845143849085,723.477380952381,0.152080173902601,0.0610528305294297,807.740079365079,0.152080173902601,0.0677440879836211,787.080555555556,0.1662804221637,0.079896946260815,869.786507936508,0.138737541008596,0.0838408310971326,985.709126984127,0.169138971900886,0.0895623635752329,ATUeuc
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.14415868208453933,0.5439606502331331,0.9719487733835362,-0.14831921808254964,-1.129252850690982,0.11976441704716531,1.865928125780516,-0.6051963283519383,1.0,1.0,1.0,1.0,0.07182772852664576,0.13084528415464997,0.3797099040752353,0.18916474855081444,0.037408288151539335,0.06636394695771189,0.1761099030100799,0.2124144497961493,0.07862455313506267,0.1332142738482135,0.34783914688688367,0.22603710318042827,-0.5055443538580138,0.11930910074501493,1.0,-0.5055443538580138,0.0,0.0,0.0,557.324206349206,0.2318575392367,0.0658333208293614,717.302777777778,0.180939282311365,0.059910497856596,837.114285714286,0.180939282311365,0.0651593569219451,704.238888888889,0.17613086004197,0.0777331893642045,854.106746031746,0.180939282311365,0.0821906450674216,1011.5619047619,0.196171041961887,0.0905726402666573,ATUeuc
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.11550221009320503,0.5486393327341863,1.021033218933266,-0.11312287196089178,-1.0932638522979585,0.1260445411444848,1.8910738664495237,-0.5781180056972353,1.0,1.0,1.0,1.0,0.07146184837092745,0.13080875696741853,0.3762567537593983,0.18992841366144497,0.03763660892226209,0.06652350734547786,0.17667593085967082,0.21302623814760532,0.07825281035964361,0.13325474425463832,0.34512005538467555,0.22674083739474937,-0.5038440625649742,0.12025636036081151,1.0,-0.5038440625649742,0.0,0.0,0.0,506.522222222222,0.178201160940218,0.0615935606331945,617.830952380952,0.171198535501808,0.0637317110051535,763.148015873016,0.180756641565658,0.0661905927639113,783.606349206349,0.165010329600912,0.0780413752712515,840.190873015873,0.150211840969329,0.0830086918598111,962.008333333333,0.169914852266989,0.0895454769050458,ATUeuc
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.12485553686507216,0.5538563992964153,1.034679112913036,-0.12067078121791193,-1.1092483327822429,0.15166367324761112,2.0824505381936538,-0.532664912053287,1.0,1.0,1.0,1.0,0.07159802946708455,0.13079230866457686,0.3798250031347965,0.18850267590644906,0.03752018116549219,0.06636571884913418,0.17748317598911326,0.21140133962778343,0.07834140348525076,0.1331752232696078,0.34785814786055924,0.22521077619448007,-0.5089243311957516,0.1207142476159456,1.0,-0.5089243311957516,0.0,0.0,0.0,551.457142857143,0.207563485652142,0.0615099311714191,667.167063492063,0.148714132814237,0.0625931541636755,771.444444444444,0.148714132814237,0.0733161060691424,810.172222222222,0.16561720756183,0.0781048775888573,860.381746031746,0.162905905553556,0.083416551106971,978.955555555556,0.168843896293535,0.0946763501063314,ATUeuc
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.1423415049773119,0.5465595615114234,1.0285570138903506,-0.1383895137119606,-1.1169940634923141,0.1441216455692839,1.9339728995849415,-0.5775644858994855,1.0,1.0,1.0,1.0,0.07174764764890273,0.1309304538349007,0.3773493015673978,0.1901358962395959,0.03781395147467965,0.0663990552335748,0.17562995741777537,0.21530467826015956,0.07852804409722594,0.13328872975631484,0.3458974578165623,0.22702694779234614,-0.5226520158705061,0.11848139771024631,1.0,-0.5226520158705061,0.0,0.0,0.0,540.870634920635,0.203520687687483,0.0581781172979313,632.223015873016,0.152315969512123,0.0621707294137437,736.92619047619,0.152315969512123,0.0630541473195874,777.786507936508,0.16517441510006,0.0757627409586941,874.619047619048,0.162474229835923,0.0820096563673257,962.808333333333,0.172520248808655,0.0882589776193164,HTUeuc-RFw
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.09947481225278643,0.5456139059670329,1.0153760795957127,-0.09796844169540986,-1.1309656383981166,0.12265344854147237,1.9545800233928823,-0.5786233486797413,1.0,1.0,1.0,1.0,0.0711036363636365,0.13084990755276904,0.37566734796238327,0.18927286800224202,0.037319488486303086,0.0663406864432206,0.17629651725880643,0.21168590886862168,0.07788724546805423,0.1332252881251897,0.3444823711816708,0.22609936526179616,-0.5031313268244626,0.12146764394831185,1.0,-0.5031313268244626,0.0,0.0,0.0,560.587698412698,0.210621688876419,0.0553363487693068,676.240079365079,0.17130227650771,0.0627280110895315,782.023412698413,0.17130227650771,0.0598960840718243,841.824206349206,0.180323791542876,0.0784633972977346,832.33373015873,0.174376432217975,0.0859620023625474,965.903571428571,0.17235755735857,0.0843534138901108,TUeuc-RFw
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.11377560678955846,0.5480491481237726,1.080399509536379,-0.1053088286187596,-1.1197791545741143,0.127593380757716,2.127118704492805,-0.5264300258415137,1.0,1.0,1.0,1.0,0.07183582507836993,0.1308989372288402,0.37640370031347975,0.19084781849525656,0.037074102725150125,0.06653333538560255,0.17650449948763883,0.21004621883730812,0.07856045541203774,0.13326271202775003,0.3450797449317227,0.2276588428207563,-0.509048564776944,0.12061342209586738,1.0,-0.509048564776944,0.0,0.0,0.0,540.25119047619,0.193748705820067,0.0621765516148224,647.773412698413,0.143944740261648,0.0667006038344547,739.444444444444,0.143944740261648,0.0694944683926779,792.30753968254,0.157945773593113,0.0789055306544433,803.444841269841,0.17251257577511,0.0836979379055281,941.070634920635,0.166247561898523,0.0884880867280596,HTUeuc-RFw
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.12524712951973072,0.5413873840883734,0.9984713120873753,-0.12543888642918813,-1.1578160812765488,0.12242390410160621,1.9131770869073867,-0.6051797761952793,1.0,1.0,1.0,1.0,0.07200373182957397,0.1307747680785297,0.37747554260651645,0.19075072078148184,0.03729363285515305,0.06613090768918786,0.17544571334892073,0.21256508434027505,0.07881666931937818,0.13323655436474924,0.34620824162624764,0.2276568256987523,-0.5143580027557644,0.11794070959031612,1.0,-0.5143580027557644,0.0,0.0,0.0,598.361507936508,0.197537221220891,0.0613963505706441,703.61746031746,0.159829547790103,0.0675999725650573,803.352380952381,0.15897248945529,0.0649725948605069,790.670238095238,0.164677089826566,0.0790210719950088,871.830555555556,0.15458442440619,0.0846845788155139,977.804761904762,0.123336187734137,0.0870789193672988,ATUeuc
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.13272233810889747,0.5373722244419649,1.0863322956848342,-0.12217471452897204,-1.1421484055969473,0.10589713722376605,2.1906180592996707,-0.5213818085486277,1.0,1.0,1.0,1.0,0.0717833065830722,0.13097339213375137,0.37820391724137936,0.18980053698718904,0.03692925565279587,0.06637901382066033,0.17632986097076497,0.2094327951572459,0.07855159688311436,0.1333380656373066,0.3465680423399804,0.22665562685106405,-0.5082748873956978,0.11867304986914864,1.0,-0.5082748873956978,0.0,0.0,0.0,517.057936507936,0.228490164538103,0.061129747393506,639.225793650794,0.1863855686223,0.0636979366979922,759.395238095238,0.188799167811886,0.0727042257025378,812.807936507936,0.183072544198402,0.0792075866966097,859.237301587302,0.150879913004693,0.0843843835321171,945.687698412698,0.150702181312999,0.0924301658655408,TUeuc-RFw
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.09696381746639346,0.5617403675419649,1.0760237185409922,-0.09011308560918077,-1.101626660953492,0.1735663738472136,2.095947463511034,-0.5255984131911866,1.0,1.0,1.0,1.0,0.07161107836990589,0.13060080052664574,0.3769570470219432,0.1899714541368882,0.03776639330922767,0.06633006555379324,0.1769175668925228,0.21346887125217306,0.07834178754855661,0.1329922586611081,0.345529500421929,0.2267296640457408,-0.5000922489132007,0.11955667562765082,1.0,-0.5000922489132007,0.0,0.0,0.0,544.639682539683,0.212008940973158,0.0619901226580152,636.353174603175,0.154267291931662,0.0658458802130295,718.523412698413,0.154267291931662,0.0742188395004366,772.725793650794,0.159894180304021,0.0782434014904284,924.398015873016,0.16477812441343,0.0820477730578709,949.391666666667,0.143574914269441,0.0919551918306754,ATUeuc
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.11492926480346363,0.5483252244705669,1.0170795789433387,-0.11299928460157031,-1.118504520822628,0.13746412440009956,1.9783417975500361,-0.5653747609274473,1.0,1.0,1.0,1.0,0.07153244012539192,0.13073976854336464,0.37641372601880896,0.19003674728327397,0.03754111137931215,0.06638869175057772,0.17573483187393416,0.21362362247139938,0.07829090652365425,0.13311913548778265,0.3451280113534169,0.22684599322042,-0.5162072071612755,0.11933752604075362,1.0,-0.5162072071612755,0.0,0.0,0.0,569.028571428571,0.18722816619833,0.0620523637297194,657.638095238095,0.152505498141717,0.0645118180703951,773.079761904762,0.152505498141717,0.076335447997015,797.385317460317,0.162696918070585,0.0789264354356762,855.920634920635,0.129830098489841,0.0846685323305554,943.620238095238,0.172530708033544,0.0942657394440434,HTUeuc-RFw
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.1352699947741375,0.5399378719637977,0.9591415311571826,-0.1410323611062252,-1.1344403926339086,0.12623274647891333,1.791952161104171,-0.6330751552736125,1.0,1.0,1.0,1.0,0.07127993228840131,0.13081760942110762,0.37711524137931024,0.18901366072528075,0.03770013121808398,0.0663184628330434,0.17675623426674214,0.21328883461723255,0.07805461108843186,0.13319244999127247,0.3456366449636832,0.2258285173918212,-0.5125306622684486,0.12023558572727869,1.0,-0.5125306622684486,0.0,0.0,0.0,574.632936507937,0.195351136347581,0.0598435091466479,709.336111111111,0.148526209422668,0.0645217681599029,802.623412698413,0.148526209422668,0.0750174916772396,885.985317460317,0.158761384064718,0.0762538088887706,901.923412698413,0.158761384064718,0.083526254244216,977.623412698413,0.169035011915926,0.0910810575181569,TUeuc-RFw
10.0,76.0,1595.2,20.989473684210527,0.0,3.2028151409675805,1.322001548686789,-0.12508709136244284,0.5486290229189548,1.0536280054762017,-0.1187203554881858,-1.1267408603176017,0.12712940770328174,1.9732804859054887,-0.5709988358804292,1.0,1.0,1.0,1.0,0.07208206390977442,0.131114591679198,0.37803061591478726,0.19067784691286116,0.03741342277894039,0.06635551650430317,0.17564642174187475,0.2130041842464753,0.07889490908866555,0.13354657141808365,0.34666372562659653,0.22758339929008314,-0.5018598437969677,0.12138427294824759,1.0,-0.5018598437969677,0.0,0.0,0.0,589.270238095238,0.207544345197878,0.0586307183588775,730.004365079365,0.152841398768638,0.0597896607826218,810.071428571429,0.157540430967623,0.0728169327016811,818.532936507936,0.165562783064394,0.0774669986192615,926.359523809524,0.157082365732625,0.0796690971048952,971.928968253968,0.161233028690755,0.0914032592059464,HTUeuc-RFw
