@relation data
@attribute "#classes" numeric
@attribute "#atributos" numeric
@attribute "#exemplos" numeric
@attribute "#exemplos/#atributos" numeric
@attribute "%nominais" numeric
@attribute "log(#exs)" numeric
@attribute "log(#exs/#atrs)" numeric
@attribute skewnessesmin numeric
@attribute skewavg numeric
@attribute skewnessesmax numeric
@attribute skewnessesminByskewnessesmax numeric
@attribute kurtosesmin numeric
@attribute kurtavg numeric
@attribute kurtosesmax numeric
@attribute kurtosesminBykurtosesmax numeric
@attribute nominalValuesCountmin numeric
@attribute nominalValuesCountAvg numeric
@attribute nominalValuesCountmax numeric
@attribute nominalValuesCountminBynominalValuesCountmax numeric
@attribute mediasmin numeric
@attribute mediasavg numeric
@attribute mediasmax numeric
@attribute mediasminBymediasmax numeric
@attribute desviosmin numeric
@attribute desviosavg numeric
@attribute desviosmax numeric
@attribute desviosminBydesviosmax numeric
@attribute entropiasmin numeric
@attribute entropiasavg numeric
@attribute entropiasmax numeric
@attribute entropiasminByentropiasmax numeric
@attribute correlsmin numeric
@attribute correlsavg numeric
@attribute correlsmax numeric
@attribute correlsminBycorrelsmax numeric
@attribute majority numeric
@attribute minority numeric
@attribute majorityByminority numeric
@attribute classEntropy numeric
@attribute "AH-conect.-Y" numeric
@attribute "AH-Dunn-Y" numeric
@attribute "AH-silhueta-Y" numeric
@attribute "AH-conect.-1.5Y" numeric
@attribute "AH-Dunn-1.5Y" numeric
@attribute "AH-silhueta-1.5Y" numeric
@attribute "AH-conect.-2Y" numeric
@attribute "AH-Dunn-2Y" numeric
@attribute "AH-silhueta-2Y" numeric
@attribute "kM-conect.-Y" numeric
@attribute "kM-Dunn-Y" numeric
@attribute "kM-silhueta-Y" numeric
@attribute "kM-conect.-1.5Y" numeric
@attribute "kM-Dunn-1.5Y" numeric
@attribute "kM-silhueta-1.5Y" numeric
@attribute "kM-conect.-2Y" numeric
@attribute "kM-Dunn-2Y" numeric
@attribute "kM-silhueta-2Y" numeric
@attribute "orçamento" {baixo,alto}
@attribute learner {NB,kNN,VFDT,SVM,C45,IELM,CIELM}
@attribute class {"multilabel0,0,0,0,0,0,1","multilabel0,0,0,0,1,0,0","multilabel0,0,0,0,1,0,1","multilabel0,0,0,1,0,0,0","multilabel0,0,0,1,1,0,0","multilabel0,0,1,0,0,0,0","multilabel0,0,1,0,0,0,1","multilabel0,0,1,0,1,0,0","multilabel0,0,1,0,1,0,1","multilabel0,0,1,1,0,0,1","multilabel0,0,1,1,1,0,0","multilabel0,0,1,1,1,0,1","multilabel0,1,0,0,0,0,0","multilabel1,0,0,0,0,1,0","multilabel1,0,0,0,1,1,0","multilabel1,0,1,0,1,1,0","multilabel1,1,0,0,0,1,0","multilabel1,1,1,0,0,1,1","multilabel1,1,1,0,1,1,1","multilabel1,1,1,1,0,1,0","multilabel1,1,1,1,1,1,1"}
@data
4.0,6.0,1382.4,230.4,100.0,3.140633725134818,2.3624824747511743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.02314814814815,3.761574074074074,18.615384615384617,0.6028704850060876,275.15238095238084,0.3833903959880461,0.08575104840881799,422.77142857142894,0.3833903959880461,0.08870163025192562,516.0297619047619,0.3833903959880461,0.08924745056307776,167.0444444444439,0.41793028593402204,0.123752100538681,261.6543650793649,0.42787603867244495,0.11358457992150303,380.00992063492106,0.4125357140904662,0.0979804485744289,alto,kNN,"multilabel0,0,0,1,0,0,0"
2.0,7.0,352.0,50.285714285714285,0.0,2.546542663478131,1.7014446234638743,-1.283626930042065,4.230043166220242,11.151586478906099,-0.11510711345602019,-0.10011083477068317,43.059150023887035,170.69493933454055,-5.86489764494298E-4,1.0,1.0,1.0,1.0,2.543181818181818,4746.954220779221,12000.297727272728,2.1192656015542037E-4,0.7742724492300992,5996.325265565326,12647.328865076894,6.122023531530835E-5,-7401.74737964104,-2548.7458099793657,2.1299758644840505,-3475.0381462345745,-0.13152490600960595,0.3075265708320977,1.0,-0.13152490600960595,67.72727272727272,32.27272727272727,2.0985915492957745,0.9073226451896846,36.225396825396814,0.028623337718520693,0.48319270530961594,47.407539682539685,0.028623337718520693,0.25824247875430495,81.10158730158724,0.01498512636252149,0.2269507100685469,30.63253968253969,0.019444596065642594,0.5283876364552,39.14603174603169,0.0320630895227969,0.282763387247332,37.460714285714296,0.038407344423445296,0.3021166379869549,alto,kNN,"multilabel1,1,1,1,1,1,1"
2.0,6.0,345.6,57.6,0.0,2.5385737338068557,1.760422483423212,0.0,0.0,0.0,0.0,-2.0093240093240112,-1.6484945880992405,-1.3618543936683487,1.4754323359868238,1.0,1.0,1.0,1.0,1.5,1.9166666666666667,2.5,0.6,0.5005797103396344,0.7621365688334105,1.119330260476577,0.447213595499958,1.385778086839729,1.6797778550432678,2.0786671302596105,0.6666666666666612,-0.0,0.16666666666666666,1.0,-0.0,53.00925925925925,46.99074074074074,1.12807881773399,0.9973855145181193,2.516666666666671,0.36179595098937795,0.16335720555002403,3.13888888888889,0.36179595098937795,0.14683169720299005,15.59404761904761,0.1621355744917471,0.18236908011737707,2.516666666666671,0.36179595098937795,0.16335720555002403,3.13888888888889,0.36179595098937795,0.14683169720299005,3.338888888888889,0.3881004348867661,0.19048524367031397,baixo,kNN,"multilabel0,0,0,1,0,0,0"
3.0,13.0,142.4,10.953846153846154,0.0,2.1535099893008374,1.0395666369940009,-0.30728549895848073,0.3501684993154932,1.0981910547551612,-0.2798106009222496,-1.0864345274098706,0.006742803332096357,2.1049913235905877,-0.5161230429951063,1.0,1.0,1.0,1.0,0.36185393258426973,69.13366292134832,746.8932584269663,4.8447877725710253E-4,0.12445334029667939,26.177785232233752,314.9074742768489,3.952060540400734E-4,-218.8920148629515,-13.639578994707904,10.959958510857787,-19.971974770351554,-0.5612956886649448,0.15507989013399565,1.0,-0.5612956886649448,39.8876404494382,26.96629213483146,1.4791666666666667,0.9885547930265093,19.693253968254,0.2377370881440009,0.28210792753444386,31.824206349206296,0.19881731337231912,0.281440723181551,48.699206349206314,0.24798372046038794,0.24508907521035003,21.04444444444441,0.1890545331888571,0.29057849989213397,30.107142857142893,0.21416133778699706,0.2975125029979251,50.47896825396831,0.194154880828688,0.25349555104195987,baixo,kNN,"multilabel1,1,1,1,1,1,1"
2.0,60.0,166.4,2.7733333333333334,0.0,2.2211533219547053,0.44300207157106153,-0.7889086971703942,0.9672196487827536,3.401697437059141,-0.2319161864826012,-1.2101041422784284,2.2767766937181766,20.736120722569748,-0.05835730600089142,1.0,1.0,1.0,1.0,0.006507211538461542,0.28132129006410267,0.7021548076923081,0.00926748840451303,0.005031043332931772,0.14223782700500706,0.26412096974844734,0.019048254054660676,0.012356486544674482,0.3215809117532998,0.7393479183130788,0.01671268186277911,-0.5317770449209884,0.11467106339739956,1.0,-0.5317770449209884,53.36538461538461,46.63461538461539,1.1443298969072164,0.9967295890208366,26.3650793650794,0.34718001700209017,0.21870353171862889,59.1424603174603,0.25556456156173996,0.11482790735418201,60.14206349206348,0.25556456156173996,0.11160579522428003,39.37460317460319,0.21592668754078595,0.20562957409918992,60.14761904761897,0.17522182881143508,0.13061076387303705,65.82539682539681,0.17478943710612393,0.12043992088035398,alto,kNN,"multilabel0,0,1,0,1,0,0"
2.0,22.0,177.6,8.072727272727272,100.0,2.249442961442582,0.907020280620376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.85585585585585,44.14414414414414,1.2653061224489794,0.9900829509840567,53.68333333333331,0.286731735888515,0.102458010213106,66.83531746031753,0.286731735888515,0.10968240875257101,78.55357142857137,0.3104297077282389,0.10738170131431496,74.6698412698413,0.28981843728524015,0.13236103119031203,85.59444444444442,0.3101350796286322,0.12770663629945908,89.46269841269844,0.3191635317105979,0.12700087158232398,baixo,kNN,"multilabel1,1,1,1,1,1,1"
3.0,4.0,117.6,29.4,0.0,2.0704073217401198,1.4683473304121573,-0.2937634574565391,0.0524170283805917,0.32435061956203015,-0.9056972292921998,-1.3744621135069277,-0.7505850496001252,0.24683840744328123,-5.568266817726706,1.0,1.0,1.0,1.0,1.2088435374149666,3.475340136054424,5.8564625850340155,0.20641189452898134,0.4370087068034353,0.9457734181822414,1.7591108999509792,0.24842589902411116,1.1066263451271892,2.481071794931025,3.770569775157145,0.2934904831673798,-0.42105739409782933,0.470436404052939,1.0,-0.42105739409782933,34.01360544217687,32.6530612244898,1.0416666666666665,0.9998736217656691,11.811507936507896,0.09221633425916448,0.4408993567629811,21.638095238095204,0.10804893404996598,0.42390557550773883,30.63174603174601,0.10472980315978,0.35793747147148103,18.67539682539679,0.06513360275737036,0.4433249300521658,26.0123015873016,0.08022648257463129,0.416617928303222,33.29920634920642,0.09362833013373778,0.35065710213196793,alto,kNN,"multilabel1,1,1,1,1,1,1"
3.0,4.0,500.0,125.0,0.0,2.6989700043360187,2.0969100130080562,0.0,0.0,0.0,0.0,-1.3007984392499798,-1.3007984392499752,-1.300798439249971,1.0000000000000069,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.4153462926807447,1.4153462926807447,1.4153462926807447,1.0,2.4322707917903923,2.4322707917904,2.432270791790403,0.9999999999999957,0.0,0.25,1.0,0.0,46.08,7.84,5.877551020408164,0.8316387585459218,147.46785714285707,0.13581530020827792,0.16835580600732897,226.23531746031688,0.14150688118925595,0.1491236177828611,289.6460317460321,0.15969285353799811,0.1523072711502649,93.67936507936514,0.14150688118925595,0.19840319007220203,221.125,0.16039895184892206,0.19802775854581292,284.00595238095207,0.16917667418227603,0.196644505458735,baixo,kNN,"multilabel0,0,1,0,0,0,0"
2.0,21.0,6499.2,309.48571428571427,100.0,3.8128599017247127,2.4906406069907936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,12.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.7971442639094,48.20285573609059,1.0745658835546477,0.9990678968724604,0.8027777777777776,0.0943868079119234,0.16998297883582192,0.8027777777777776,0.0943868079119234,0.053004289554333,0.8027777777777776,0.0943868079119234,0.08569511654252876,2.6888888888888904,0.132136406456663,0.25707284195418995,10.620238095238106,0.10375256156734601,0.0795542355723917,10.620238095238106,0.10375256156734601,0.07645210899267309,baixo,kNN,"multilabel0,0,0,1,0,0,0"
2.0,27.0,240.0,8.88888888888889,51.851851851851855,2.380211241711606,0.9488474775526188,-0.8233122301509902,3.1581459772159586,17.320508075688704,-0.04753395377047872,-1.481807921543346,33.38250045648903,299.99999999999915,-0.0049393597384778335,2.0,3.0,6.0,0.3333333333333333,1.64,83835.89058495639,1085888.82,1.5102835297632034E-6,0.4709983703612388,118158.60575568616,1529800.8728143626,3.078821425266589E-7,-1672406.86795551,-128798.3135085403,17.15466989336986,-97489.88924595289,-0.3385118176652677,0.11407312733286398,1.0,-0.3385118176652677,63.66666666666667,36.333333333333336,1.7522935779816513,0.9454153653108376,99.99246031746029,0.20616944001577203,0.08295796695450669,156.87579365079407,0.20208608132975903,0.01873212911758781,162.72499999999994,0.20208608132975903,0.024583383782293192,73.1738095238095,0.22144311251890192,0.101689757268002,159.1900793650789,0.20101206687692807,0.04412213699830039,165.35396825396805,0.20024356924279701,0.04450192937767691,alto,kNN,"multilabel0,0,0,0,1,0,0"
