Row,z_1,z_2
0,-1.712096883797269,-1.5125115050453506
1,-1.7317971122390983,-1.3222067030378737
2,-1.7326234689017113,-1.2151309274147417
3,-1.7280229753256626,-0.562272675047799
4,-1.7102092266404019,-0.4821610030024527
5,-0.8336206784753354,1.1551807975516049
6,-0.21455212830159723,1.395866230923691
7,-0.15139229589473832,1.4884294891516212
8,-0.04931475888391111,1.611406895122077
9,0.32537852862876077,2.156660702525797
10,0.6473066462650522,2.2313318463206913
11,0.8475135711276743,2.0623109500413497
12,1.1031708420655726,1.8984854495715964
13,1.2456060868991452,1.7155474840122726
14,1.401461482160326,1.429814542786162
15,1.4974810391421896,1.1917045186387232
16,1.4539956730664436,0.9865622430914646
17,1.4524413951596178,0.8098976584259507
18,1.4877142938874743,0.6467087172126752
19,1.5148552044641717,0.42515634982955197
20,1.5731006990910934,0.2643636951098286
21,1.5341320402494654,-0.03269834506824997
22,1.3992558420657057,-0.45363171153725923
23,1.2096643419982849,-1.0868570153825228
24,1.1074791834325524,-1.3557395849952594
25,1.0596432874795478,-1.5826542455165589
26,0.80109542359348,-2.1983763652229458
27,0.5764433295483893,-2.470861502957061
28,0.3789661562470464,-2.7479743563641805
29,0.2269217662559447,-2.8466819105558865
30,-0.25811132808060416,-2.8262254399951545
31,-0.34675518418759804,-2.7888518641418982
32,-0.3895837598921612,-2.7686469203793056
33,-0.59780507604374,-2.684413139771041
34,-1.006801159134407,-2.580758843043227
35,-1.3214464264503398,-2.4111825116412167
36,-1.3709340048310144,-2.33460077105078
37,-1.5496301377100243,-2.1800198293300825
38,-1.7332340168793061,-1.7077614677274977
39,,
40,-1.4852802220128076,1.1427240991075425
41,-1.4766656385726833,1.1674809814853644
42,-1.408423672823628,1.2532060579406408
43,,
44,0.09451713712803274,-2.938306293651046
45,-0.25811132808060416,-2.8262254399951545
46,0.19594279437304732,-2.8691324779306075
47,,
48,1.1247867394822983,-1.8428033936109345
49,0.80109542359348,-2.1983763652229458
50,1.069203548820222,-1.6847008415797722
51,,
52,1.356483875293178,-0.8447040276868354
53,1.2096643419982849,-1.0868570153825228
54,1.3716220923515134,-0.6658160337955388
