,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,cat_to_num,cohesiveness.mean,cohesiveness.sd,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_attr,nr_bin,nr_cat,nr_cor_attr,nr_inst,nr_norm,nr_num,nr_outliers,num_to_cat,one_itemset.mean,one_itemset.sd,range.mean,range.sd,sd.mean,sd.sd,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t2,t3,t4,t_mean.mean,t_mean.sd,two_itemset.mean,two_itemset.sd,var.mean,var.sd,wg_dist.mean,wg_dist.sd,ch,int,nre,pb,sc,sil,vdb,vdu,dataset_id,query_number,estimator,best_strategy,best_score
0,0.17436431684853598,0.03261086488619239,1.504292477286718,0.11348153440906415,0.034482758620689655,0.0,28.06896551724138,0.8555713996170689,0.47363736142852186,,1726.0326678765882,,2335098.3746219,3302324.6715320772,7930.093831632595,11209.508836654184,7867.5523492908205,11121.90533439784,29.0,1683.75,2376.9394449585793,-0.4045197499899349,0.7636584131231761,971.103,1371.2503200336253,11001.0,15547.863904729807,7997.232758620689,11303.821195544377,7676.25,10850.200003916978,6660.5,9417.955218623627,2.0,0.0,0.0,0.0,58.0,0.0,2.0,0.0,,0.3333333333333333,0.12077172907185008,4340.5,6129.9086861061805,1081.3747227003662,1526.9100063373778,0.29337214939759737,0.9368129851216204,0.06390977443609022,0.09038206977572412,0.034482758620689655,0.017241379310344827,0.5,7804.805555555556,11031.415758451065,0.4444444444444444,0.15172849175223085,2335098.3746218993,3302323.7693829928,0.34696933032966776,0.050423420246210326,166.9491492197528,4007.2092004185542,0.6193762897414465,-0.7453378737375735,0.0,0.6825841464461745,0.46255280896981815,0.0001430217499778993,801.0,15.0,MLPClassifier,margin_sampling,0.3472222222222222
0,0.16057011395643436,0.0005550380756448393,1.5804792017503404,0.005609305878696093,0.03773584905660377,0.0,25.528301886792452,0.8847810156040277,0.4364197491107056,,1602.6335268505084,,2305547.681422351,3260533.4515921967,7870.911205664761,11125.961593873357,7810.5013315922215,11041.372391797802,26.5,1555.5,2195.56655558423,-0.21047974040562623,1.1435599588509393,877.6992,1239.1573992964413,11001.0,15547.863904729807,7936.641509433962,11218.262425161956,7643.0,10803.177402968073,6660.5,9417.955218623627,2.0,0.0,0.0,0.0,53.0,0.0,2.0,0.0,,0.3333333333333333,0.028406515196569088,4340.5,6129.9086861061805,1074.527782571587,1517.1932809659677,0.4216696753518823,1.0091648043463004,0.06318681318681318,0.08935964817192633,0.03773584905660377,0.018867924528301886,0.5,7720.439393939394,10912.264694574762,0.4444444444444444,0.13478062258953988,2305547.681422351,3260532.6638577445,0.3479382990237636,0.05467421528882075,143.14213520162383,3978.365814110651,0.6124545112186727,-0.7344830419898191,0.0,0.6835056988752598,0.4896179577529358,9.462263092968486e-05,801.0,16.0,MLPClassifier,uncertainty_sampling,0.3472222222222222
0,0.18069169181056322,0.0036123764265334627,1.5811956368173221,0.005327150020415807,0.041666666666666664,0.0,23.03125,0.8546260224787637,0.44220783826643867,,1611.7845744680847,,2274662.1726507093,3216854.7721496713,7853.682689117029,11101.585785267593,7794.564928572956,11018.781695248692,24.0,1491.875,2105.587217678242,-0.08319438049380345,1.4062590116452722,881.4057,1244.3991818653772,11001.0,15547.863904729807,7918.239583333333,11192.248177924695,7656.5,10822.26928606011,6660.5,9417.955218623627,2.0,0.0,0.0,0.0,48.0,0.0,2.0,1.0,,0.3333333333333333,0.02635231383473649,4340.5,6129.9086861061805,1067.3113487152611,1506.9894873915473,0.49620731130989154,1.0061720830997614,0.06231003039513677,0.08811969005668221,0.041666666666666664,0.020833333333333332,0.5,7707.366666666667,10893.828492316188,0.4444444444444444,0.14282613750835507,2274662.1726507093,3216853.964575185,0.3460498757984935,0.06083444293951126,166.63831081206405,4680.806286278605,0.7973733566871501,-0.7283287360670699,2.0,0.6721294424898927,0.353174590020462,0.00010387356293511703,801.0,17.0,MLPClassifier,uncertainty_sampling,0.3472222222222222
0,0.20901002902165458,0.006067945854229347,1.5818696152092917,0.003278812916747379,0.046511627906976744,0.0,20.546511627906977,0.7985399883267027,0.45856443370077576,,1733.9440753045403,,2424132.1367663345,3428237.251200146,7861.157013035378,11112.085191264636,7798.717790087905,11024.548730085104,21.5,1517.75,2142.179993604646,-0.1949381122542897,1.348151243543077,922.9185,1301.0104336098846,11001.0,15547.863904729807,7929.534883720929,11208.168700806731,7643.0,10803.177402968073,6660.5,9417.955218623627,2.0,0.0,0.0,0.0,43.0,0.0,2.0,1.0,,0.3333333333333333,0.024018501371828944,4340.5,6129.9086861061805,1101.7970277916472,1555.7476956857925,0.5144033056791599,0.9591577026887542,0.061224489795918366,0.08658450381876091,0.046511627906976744,0.023255813953488372,0.5,7708.722222222222,10895.703634743335,0.4444444444444444,0.15445627011760676,2424132.1367663345,3428236.3742006207,0.3474503800998074,0.062064581985678886,105.13479813212385,4115.068060702519,0.5920726008913406,-0.723108867305031,1.0,0.6703684982649523,0.5232120621380297,0.00027681629027980506,801.0,18.0,MLPClassifier,uncertainty_sampling,0.3472222222222222
0,0.2293384060364005,0.013627230099433757,1.5747783174020344,0.012976777844811174,0.05263157894736842,0.0,18.05263157894737,0.7670536265495687,0.4901968008702484,,1893.1109530583215,,2530154.388691323,3578175.484768023,7840.269139334243,11082.520250108144,7776.2111627254535,10992.624502824525,19.0,1429.0,2016.6685399440335,-0.16956497413389082,1.518656833450905,898.4556,1266.4146686549077,11001.0,15547.863904729807,7910.986842105263,11181.944732732605,7625.0,10777.721558845358,6660.5,9417.955218623627,2.0,0.0,0.0,0.0,38.0,0.0,2.0,1.0,,0.3333333333333333,0.04297350425935402,4340.5,6129.9086861061805,1125.614571988105,1589.4314857956972,0.6052654031969515,0.9280978806668794,0.05984555984555985,0.08463440238140145,0.05263157894736842,0.02631578947368421,0.5,7677.895833333333,10852.174010347791,0.4444444444444444,0.1645759915727519,2530154.388691323,3578174.483176682,0.34068253188424596,0.07210744783247164,147.39611611685223,4735.796282551634,0.8272287013671804,-0.7110208252626727,2.0,0.6606925896598783,0.3648048077070176,0.0004664113883844453,801.0,19.0,MLPClassifier,uncertainty_sampling,0.3472222222222222
0,0.3494424037717416,0.03314761674626627,1.5668492689213696,0.025615978069665882,0.06060606060606061,0.0,15.166666666666666,1.0013012367248264,0.6776691491498318,,2539.5890151515155,,2470102.268939394,3493249.955131055,8013.411713821029,11327.56407601482,7951.815200857521,11241.14827343078,16.5,1397.0,1971.4137059480945,-0.35893292994238457,1.460996717253973,883.6296,1245.4475383791641,11000.5,15548.571011510994,8081.09090909091,11422.688653200361,7712.5,10901.465245553003,6835.0,9664.735485257732,2.0,0.0,0.0,1.0,33.0,0.0,2.0,1.0,,0.3333333333333333,0.0574959574576069,4165.5,5883.835526253262,1112.171255737157,1570.4632226521128,0.546642260251814,0.9453678725424025,0.0703125,0.09943689110435824,0.06060606060606061,0.030303030303030304,0.5,7849.119047619048,11094.471725065447,0.4444444444444444,0.2027134569736311,2470102.268939394,3493248.1088520447,0.3394018806380123,0.055850193799915876,154.5081880933313,4538.69924064684,0.8599672810355049,-0.7151689789907282,2.0,0.6824522929309607,0.34215177653406464,0.0007483621213550468,801.0,20.0,MLPClassifier,margin_sampling,0.3472222222222222
0,0.407351731434447,0.04299099588528869,1.54980586262944,0.04714597538209546,0.07142857142857142,0.0,12.642857142857142,0.9364743066331969,0.7080078436533099,,2867.7301587301577,,2804811.716269842,3966600.706319428,8036.456578613966,11360.267214897855,7966.816106366591,11262.49079669181,14.0,1572.625,2219.7849628398694,-0.6026487057718598,1.1648140167477032,984.07575,1387.4998459973265,11000.5,15548.571011510994,8112.839285714286,11467.681000588133,7773.0,10987.025166076575,6835.0,9664.735485257732,2.0,0.0,0.0,1.0,28.0,0.0,2.0,0.0,,0.3333333333333333,0.08039020483873398,4165.5,5883.835526253262,1185.0869456969615,1673.5475179441353,0.5124145770325356,0.8310842372122098,0.06790123456790123,0.09602684682780274,0.07142857142857142,0.03571428571428571,0.5,7855.5,11103.619217552225,0.4444444444444444,0.22382851996384723,2804811.716269841,3966598.6330382926,0.33942839798746605,0.060607052403811895,56.47799276316979,5500.000590797463,0.410116318288409,-0.7934123757040669,1.0,0.6763265700839363,0.39218235841103277,0.0027459850032065906,801.0,21.0,MLPClassifier,uncertainty_sampling,0.3472222222222222
0,1.0000000000000018,0.0,0.9986359641585719,0.0,0.08695652173913043,0.0,10.108695652173912,0.8687310722480969,0.7769472769029182,,3457.9387351778664,,3208419.8300395254,4537389.107104579,8075.800115296408,11416.195380292313,7997.45134789643,11306.096738199183,11.5,1673.75,2362.090202553662,-0.8412055870580906,0.8980233843433996,904.386,1276.8982337927794,11000.5,15548.571011510994,8161.95652173913,11537.40019202447,7712.0,10902.17235233419,6835.0,9664.735485257732,2.0,0.0,0.0,1.0,23.0,0.0,2.0,0.0,,0.5,0.025102185616940234,4165.5,5883.835526253262,1267.4522680640018,1789.9634511458285,0.5470740732138728,0.665669004159817,0.06439393939393939,0.09106678242554021,0.08695652173913043,0.043478260869565216,0.5,7857.766666666666,11107.18617842621,0.5,0.5773502691896257,3208419.830039525,4537386.471812897,0.32648645408025523,0.0709028346743567,210.42168281292786,4063.8640433256696,1.2990852354988427,-0.5843617446737518,4.0,0.6728252039721061,0.37274476957956093,0.004660523474981613,801.0,22.0,MLPClassifier,consensus_entropy_sampling,0.44047619047619047
0,0.7999999915000005,4.2426371129258755e-10,0.9955380299191111,0.006310178603296042,0.1111111111111111,0.0,7.861111111111111,0.6137051302768329,0.7634045385689672,,3478.947712418301,,3164785.4330065357,4475680.545447076,8397.012272709322,11870.013820733893,8320.391895787441,11762.409476401777,9.0,1320.0,1861.4586014735864,-1.1695146500580549,0.6479670325248371,1123.44015,1584.5908705893153,11000.5,15548.571011510994,8479.527777777777,11986.04919676297,8111.0,11465.029350158682,7130.0,10081.928486157794,2.0,0.0,0.0,1.0,18.0,0.0,2.0,1.0,,0.5,0.04536092116265147,3870.5,5466.642525353199,1258.837277277956,1777.7030923874547,0.2990949419574726,0.7219795280840612,0.058823529411764705,0.0831890330807703,0.1111111111111111,0.05555555555555555,0.5,8220.25,11619.178628457348,0.5,0.5132002392796673,3164785.433006536,4475677.841259251,0.34364446626636186,0.050305466486496093,49.97709679337107,5118.5006552952345,0.5297061990576545,-0.8038186388451372,2.0,0.6682113801187772,0.4007454986708603,0.0054875616191609215,801.0,23.0,MLPClassifier,margin_sampling,0.3472222222222222
0,0.7291666545952378,1.3040787588250472e-09,0.9784820284039009,0.02438871205857546,0.15384615384615385,0.0,5.346153846153846,0.515776735638242,0.8773148318824675,,4553.6025641025635,,4072343.2820512825,5759162.022735315,8518.580102973287,12042.313917815945,8421.374879179544,11905.567102601108,6.5,1926.0,2718.118466881089,-1.5461859014727062,0.17326994893493564,1073.4024,1513.826805908681,11000.5,15548.571011510994,8622.230769230768,12188.236408824552,7854.5,11102.283571409982,7130.0,10081.928486157794,2.0,0.0,0.0,1.0,13.0,1.0,2.0,0.0,,0.5,0.09930726528736966,3870.5,5466.642525353199,1427.853925999861,2016.7183482370883,0.26688596740335474,0.4069666732879695,0.048611111111111105,0.06874649261535877,0.15384615384615385,0.07692307692307693,0.5,8435.88888888889,11924.64875792994,0.5,0.4885271508527603,4072343.282051282,5759158.422332563,0.32966066643898184,0.08785115834853784,161.3052916370279,4409.365955206155,1.0100997593541636,-0.7886850191385176,3.0,0.7814401550599892,0.2864581373176252,0.062108913141428704,801.0,24.0,MLPClassifier,uncertainty_sampling,0.3472222222222222
0,1.0000000000000018,0.0,1.0,0.0,0.25,0.0,3.25,0.32732683535398854,0.8868815073132172,,3813.910714285714,,3256648.910714285,4605596.200377554,8352.469401534649,11808.001359295236,8281.72728304134,11708.595509646415,4.0,1403.875,1982.1970843611894,-1.1474997257823831,0.5641726067570618,551.5272,776.832176716297,11000.5,15548.571011510994,8430.125,11917.224136727478,7783.25,11002.227961872086,7288.5,10306.08133579393,2.0,0.0,0.0,1.0,8.0,2.0,2.0,0.0,,0.5,0.0,3712.0,5242.489675717064,1276.9004017133936,1803.4268905716472,0.5054611726692422,0.5589483378855954,0.0238095238095238,0.03367175148507368,0.25,0.125,0.5,8192.0,11580.523457752484,0.5,0.5773502691896257,3256648.910714286,4605593.042063345,0.3852890211936117,0.10409685177106577,83.03825635261035,4512.934059055099,0.9002560512685369,-0.7980998444045408,3.0,0.6742703403147827,0.2351629938816433,,801.0,25.0,MLPClassifier,uncertainty_sampling,0.3472222222222222
