,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,best_node.mean,best_node.mean.relative,best_node.sd,best_node.sd.relative,c1,c2,can_cor.mean,can_cor.sd,cat_to_num,ch,class_conc.mean,class_conc.sd,class_ent,cls_coef,cohesiveness.mean,cohesiveness.sd,conceptvar.mean,conceptvar.sd,cor.mean,cor.sd,cov.mean,cov.sd,density,eigenvalues.mean,eigenvalues.sd,elite_nn.mean,elite_nn.mean.relative,elite_nn.sd,elite_nn.sd.relative,eq_num_attr,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,hubs.mean,hubs.sd,impconceptvar.mean,impconceptvar.sd,inst_to_attr,int,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,linear_discr.mean,linear_discr.mean.relative,linear_discr.sd,linear_discr.sd.relative,lsc,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,naive_bayes.mean,naive_bayes.mean.relative,naive_bayes.sd,naive_bayes.sd.relative,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,nre,ns_ratio,num_to_cat,one_itemset.mean,one_itemset.sd,one_nn.mean,one_nn.mean.relative,one_nn.sd,one_nn.sd.relative,p_trace,pb,random_node.mean,random_node.mean.relative,random_node.sd,random_node.sd.relative,range.mean,range.sd,roy_root,sc,sd.mean,sd.sd,sd_ratio,sil,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t1,t2,t3,t4,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,two_itemset.mean,two_itemset.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,vdb,vdu,w_lambda,wg_dist.mean,wg_dist.sd,worst_node.mean,worst_node.mean.relative,worst_node.sd,worst_node.sd.relative,dataset_id,query_number,estimator,best_strategy,best_score
0,0.5,0.0,0.0,0.0,5.2,,,,,0.9709505944546688,0.07692307692307687,1.0,,0.0,2.835042423902998,0.500000005551115,0.0,0.9709505944546688,1.0,0.525,0.07126096406869611,0.5351574049735884,0.10083769278784922,,,15.164769230769231,47.21163620258226,0.7,111.31153846153848,325.11666592400104,,,,,117477890.62632747,,,0.364524260731848,,,,0.0,,0.0,,0.5,0.14142135623730948,15.272022797055318,32.21964438739213,68.46268245466933,15.014231140134065,31.790419961523902,0.6,0.41833001326703767,0.275,0.07126096406869611,0.19230769230769232,82.8890779079261,5.1923076923076925,10.202035995895057,0.9709505861897044,1.1322097734007353e-16,,,0.0,,0.0,,0.0,,2.0,1.0,0.0,0.5,0.14142135623730948,4.0,0.0,0.5,0.0,inf,,,,,0.6,2.2239,5.7382557754774215,27.76923076923077,35.84891372670329,18.415384615384617,31.555052746686286,16.346153846153847,32.224142884107636,13.461538461538462,29.593554391766826,8.264964490578564e-09,0.0,0.4,0.4726134630072469,0.046903825613633855,0.2,0.447213595499958,0.2,0.447213595499958,,,,,1.0,0.038461538461538464,0.2,1.0,,1.0,,26.0,7.0,0.0,2.0,0.12,1.0,5.0,14.0,26.0,10.0,0.6730116670092565,-1.0,,1.0,0.0,,,,,1.0,-0.7466248787743877,,,,,14.307692307692308,20.334737236107536,inf,2.0,6.293271298667515,8.635654336286418,,0.253797290313572,,,0.5104166666666667,0.41404382819535746,1.0,5.2,0.8,0.15384615384615385,16.94871794871795,32.04922495962766,0.6666666666666666,0.5773502691896258,0.5,,0.5,0.0,0.0,0.0,111.31153846153846,204.8109671417487,0.038461538461538464,0.19611613513818402,0.961640730773734,0.15724887512895175,0.0,2.39564265031665,0.2895121862602843,,,,,44385.0,0.0,GaussianNB,margin_sampling,0.41289981977389817
0,0.5,0.0,0.0,0.0,4.333333333333333,,,,,0.9182958340544894,0.19999999999999996,1.0,,0.0,2.2184423785643763,0.5000000055511151,0.0,0.9182958340544894,1.0,0.8333333333333334,0.1707825127659933,0.502900471502204,0.19182465523248263,,,12.03323076923077,38.350031476591596,0.8,101.9435897435898,272.98614287488925,,,,,128349490.11010513,,,0.31232790424890083,,,,0.0,,0.0,,0.5,0.23570226039551584,15.249695388325478,32.151640622884905,59.54777493743994,15.024874946922829,31.768779172877032,0.5,0.5477225575051661,0.4583333333333333,0.2041241452319315,0.23076923076923078,76.91134444344189,4.298076923076923,8.588660905743465,0.9182958268998385,2.2644195468014706e-16,,,0.0,,0.0,,0.0,,2.0,1.0,0.0,0.5,0.23570226039551584,4.0,0.0,0.5,0.0,inf,,,,,0.6666666666666667,2.4519923076923074,6.261310417854912,28.653846153846153,36.26451963855835,18.307692307692307,31.54135529772134,16.51923076923077,31.908456800425423,13.461538461538462,29.593554391766826,7.154651204821505e-09,0.0,0.5,0.4491195313078866,0.08262232967653074,0.3333333333333333,0.5163977794943223,0.3333333333333333,0.5163977794943223,,,,,1.0,0.038461538461538464,0.16666666666666666,1.0,,1.0,,26.0,7.0,0.0,2.0,0.10153846153846154,1.0,6.0,13.0,26.0,11.0,0.6365141682948128,-1.0,,1.0,0.0,,,,,1.0,-0.4251231187169519,,,,,15.192307692307692,21.638889492336208,inf,2.0,6.02278290329371,8.264167403744798,,0.1662871224335329,,,0.5223076923076924,0.406952652698642,0.8333333333333334,4.333333333333333,0.8333333333333334,0.19230769230769232,16.932692307692307,31.927617957836105,0.6666666666666666,0.5773502691896258,0.5,,0.5,0.0,0.0,0.0,101.94358974358974,180.65292611198004,0.038461538461538464,0.19611613513818402,1.1555956812133354,0.08741086397335344,0.0,2.129074826205169,0.3811304818184151,,,,,44385.0,1.0,GaussianNB,margin_sampling,0.41424501424501425
0,0.5,0.0,0.0,0.0,3.7142857142857144,,,,,0.8631205685666311,0.31034482758620685,1.0,,0.0,2.166082688880084,0.500000005551115,0.0,0.8631205685666311,1.0,1.1428571428571428,0.3098098495160263,0.4510769372158154,0.2468821810456257,,,10.120073260073262,32.854278618825056,0.8095238095238095,88.43772893772893,234.4999878718091,,,,,145647711.85255286,,,0.03836835172906658,,,,0.0,,0.0,,0.5,0.30304576336566325,15.24636282070757,32.13570585833615,54.02897370855752,15.048769696039093,31.79496249756962,0.5959389821791156,0.3452069991111387,0.5357142857142857,0.2950484221760412,0.2692307692307692,71.11532675274671,3.826923076923077,8.121505165537123,0.8631205626405472,0.0,,,0.0,,0.0,,0.0,,2.0,1.0,0.0,0.5,0.30304576336566325,4.0,0.0,0.5,0.0,inf,,,,,0.6326530612244898,2.280923076923077,5.373982561364165,28.653846153846153,36.26451963855835,18.252747252747252,31.558027089527627,16.846153846153847,31.874368772030365,13.461538461538462,29.593554391766826,5.92608395688643e-09,0.0,0.42857142857142855,0.4229898687251061,0.1440352163537113,0.2857142857142857,0.48795003647426666,0.0,0.0,,,,,1.0,0.038461538461538464,0.14285714285714285,1.0,,1.0,,26.0,7.0,0.0,2.0,0.10461538461538461,1.0,7.0,14.0,26.0,12.0,0.5982695885852573,-1.0,,1.0,0.0,,,,,1.0,-0.30615803898402416,,,,,15.192307692307692,21.638889492336208,inf,2.0,5.607620308847893,7.698832141689194,,0.14460955225890063,,,0.5282051282051282,0.40483397931401144,0.7142857142857143,3.7142857142857144,0.7142857142857143,0.19230769230769232,17.13076923076923,31.886545993327896,0.6666666666666666,0.5773502691896258,0.5,,0.5,0.0,0.0,0.0,88.43772893772895,156.04258853465345,0.038461538461538464,0.19611613513818402,1.2388230289322184,0.05747794789142334,0.0,1.8899518416362213,0.49727657491518384,,,,,44385.0,2.0,GaussianNB,density_weighted_sampling,0.41289981977389817
0,0.30158727361577475,0.27015071796758006,0.4834870472992797,0.42706438582400835,3.25,,,,,0.8112781244591328,0.4,1.0,,0.0,2.6885359989877267,0.30866906206725475,0.19381431518574194,0.8112781244591328,1.0,1.375,0.3535533905932738,0.39351597419301376,0.27501512258226773,,,10.01175824175824,31.982789256527322,0.8571428571428572,83.84065934065936,222.90143635622974,,,,,7.467938856585042,,,0.011350076271311103,,,,0.0,,0.0,,0.5,0.3535533905932738,15.174491366044768,31.987778401195186,56.10506017978929,15.000840201845039,31.688196016828694,0.875,0.35355339059327373,0.53125,0.3455714728636362,0.3076923076923077,72.15798600374934,4.240384615384615,8.451177660311837,1.1861303609975065,0.3297293630240248,,,0.0,,0.0,,0.0,,2.0,1.0,0.0,0.5,0.3535533905932738,4.0,0.0,0.5,0.0,inf,,,,,0.578125,2.195388461538461,5.789665073720719,28.73076923076923,36.27181571667753,18.076923076923077,31.348027787308187,16.423076923076923,31.722450191525976,13.461538461538462,29.593554391766826,0.108634810760906,0.13211581212354515,0.375,0.36122902843310833,0.1875471746179305,0.25,0.4629100498862757,0.125,0.3535533905932738,,,,,1.0,0.038461538461538464,0.125,1.0,,1.0,,26.0,7.0,0.0,2.0,0.08923076923076922,1.0,8.0,13.0,26.0,14.0,0.5623351446188083,3.450572002775287,,0.6190476190476191,0.31350737746646423,,,,,1.0,-0.4199799251708312,,,,,15.26923076923077,21.700797574849993,inf,2.0,5.478531787498006,7.481938435044395,,0.18984368923901007,,,0.5290947148090005,0.40598973698229757,0.625,3.25,0.625,0.19230769230769232,17.07051282051282,31.537919788968086,0.6666666666666666,0.5773502691896258,0.5,,0.5,0.0,0.47337278106508873,0.26078828635677986,83.84065934065936,143.40639919358665,0.038461538461538464,0.19611613513818402,1.1649332018144807,0.04789828990951945,0.0,1.7886545342242202,0.4928515636047142,,,,,44385.0,3.0,GaussianNB,margin_sampling,0.4123592062962167
0,0.24163957603024436,0.25839012188680677,0.46423311065678663,0.416340932295857,2.888888888888889,,,,,0.7642045065086203,0.4716981132075472,1.0,,0.0,1.7387872269974574,0.28260394784407594,0.21551301438665132,0.7642045065086203,1.0,1.75,0.49607837082461076,0.37148879879026164,0.28381361819959844,,,10.465384615384618,37.38349066619654,0.8611111111111112,87.03418803418802,251.21898614649888,,,,,9.492012682810635,,,0.003911882624520528,,,,0.2222222222222222,,0.0,,0.5,0.3928371006591931,15.310895576539284,32.23942378212389,48.12064981663808,15.125646390920123,31.907905694648953,0.6666666666666666,0.5,0.6111111111111112,0.4482798914864586,0.34615384615384615,68.34930597190723,4.576923076923077,10.076400456206875,1.1479273468944304,0.3512807134500139,,,0.0,,0.0,,0.0,,3.0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.2939723678960656,6.0,0.0,0.5,0.23570226039551584,inf,,,,,0.5679012345679013,2.9652000000000003,7.867564662689466,29.076923076923077,36.39991546904808,18.371794871794872,31.683121530769714,16.807692307692307,31.894851284518296,13.461538461538462,29.593554391766826,0.08051027027097642,0.12048677211744517,0.4444444444444444,0.3729814031259532,0.18476887158443264,0.2222222222222222,0.44095855184409843,0.2222222222222222,0.44095855184409843,,,,,2.0,0.07692307692307693,0.2222222222222222,1.0,0.0,1.0,0.0,26.0,7.0,0.0,2.0,0.08615384615384615,1.0,9.0,14.0,26.0,12.0,0.5297061990576545,4.766135290495237,,0.6190476190476191,0.32477065045147563,,,,,1.0,-0.16137220729534785,,,,,15.615384615384615,22.13427554373881,inf,2.0,5.496662159755339,7.687244555829474,,0.0951599512593132,,,0.5313701923076923,0.4057722968007569,0.5555555555555556,2.888888888888889,0.5555555555555556,0.19230769230769232,17.543956043956044,31.954968806074184,1.2,0.8366600265340756,0.35355339059327373,0.0,0.5,0.0,0.47337278106508873,0.2633904939453753,87.03418803418802,155.04673534921704,0.038461538461538464,0.13736703289670554,1.4340524428037056,0.031176204609613654,0.0,1.691130508396552,0.4991202081465318,,,,,44385.0,4.0,GaussianNB,margin_sampling,0.4104395780857868
0,0.26830290246377275,0.22009854041813878,0.4538092281771935,0.4152721448142178,2.6,,,,,0.7219280948873623,0.5294117647058824,1.0,,0.0,1.3191377489818052,0.2664071422254478,0.21914344740519154,0.7219280948873623,0.5,2.175,0.6671872967082698,0.34294522292716756,0.2890712313358643,,,10.850188034188033,40.44374016347468,0.7555555555555555,86.63076923076922,265.64419742906165,,,,,10.97284291338722,,,0.0034819285284470145,,,,0.2,,0.0,,0.5,0.42426406871192857,15.431810412997764,32.473538737352484,42.34881196680728,15.240464731242106,32.12064089872216,0.47641035208127336,0.3843298801306906,0.7,0.5779513628133234,0.38461538461538464,65.1125631255988,5.288461538461538,11.874066764948795,1.1099450666196389,0.36284526534883127,,,0.0,,0.0,,0.0,,3.0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.40414518843273806,6.0,0.0,0.5,0.23570226039551584,inf,,,,,0.5700000000000001,3.649476923076923,9.490778124487273,29.076923076923077,36.39991546904808,18.63076923076923,31.98718204819886,17.26923076923077,32.065317952339335,13.461538461538462,29.593554391766826,0.06579225644491701,0.10148188613435326,0.4,0.328463533413805,0.20196778706337984,0.2,0.42163702135578396,0.2,0.42163702135578396,,,,,2.0,0.07692307692307693,0.2,1.0,0.0,1.0,0.0,26.0,7.0,0.0,2.0,0.08615384615384615,1.0,10.0,13.0,26.0,12.0,0.5004024235381879,5.8976085135054515,,0.6190476190476191,0.32999489666275306,,,,,1.0,-0.05598629903959779,,,,,15.615384615384615,22.13427554373881,inf,2.0,5.431268053520456,7.70826701821106,,0.03966412534802423,,,0.5346628679962013,0.40383705625173066,0.5,2.6,0.5,0.19230769230769232,17.589743589743588,32.41677311959318,1.2,0.8366600265340756,0.35355339059327373,0.0,0.5,0.0,0.47337278106508873,0.27070840797664014,86.63076923076923,158.4572660016509,0.038461538461538464,0.13677884354601547,1.6636111757317884,0.02306430685523089,0.0,1.5995790512051997,0.5271892064212784,,,,,44385.0,5.0,GaussianNB,margin_sampling,0.4104395780857868
0,0.2841245399337994,0.24941445339986,0.4391911554008392,0.40766279363900515,2.3636363636363638,,,,,0.6840384356390417,0.5764705882352941,1.0,,0.0,1.4750717222971856,0.25683414757701395,0.22749848660122932,0.6840384356390417,0.6666666666666667,2.477272727272727,0.7306208443384422,0.3128797363201933,0.2923802843005318,,,9.5686993006993,36.06456092040247,0.7818181818181819,82.48671328671327,244.35536285007507,,,,,12.609963426177886,,,0.0036340951862708065,,,,0.18181818181818182,,0.0,,0.5,0.44997704257325755,15.332997723423764,32.290580923750596,42.96025294773453,15.153034539605303,31.969078535488475,0.5459960384259607,0.3355443986551716,0.7272727272727273,0.6490815189033025,0.4230769230769231,64.9586963965446,4.9423076923076925,11.239507927909408,1.0689837211256985,0.36798975027175196,,,0.0,,0.0,,0.09090909090909094,,3.0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.4198911048651824,6.0,0.0,0.5,0.23570226039551584,inf,,,,,0.5289256198347108,3.5924538461538464,9.08313001251136,29.076923076923077,36.39991546904808,18.426573426573427,31.823685438102835,17.46153846153846,32.087668371797626,13.461538461538462,29.593554391766826,0.05424586991418226,0.09541050621885591,0.36363636363636365,0.3254896136282623,0.19101062024227575,0.18181818181818182,0.4045199174779452,0.2727272727272727,0.46709936649691375,,,,,2.0,0.07692307692307693,0.18181818181818182,1.0,0.0,1.0,0.0,26.0,7.0,0.0,2.0,0.08307692307692308,1.0,11.0,13.0,26.0,12.0,0.47413931305783735,7.096305877215092,,0.6190476190476191,0.33791402460064923,,,,,1.0,-0.09399166143766004,,,,,15.615384615384615,22.13427554373881,inf,2.0,5.269821104449365,7.543495659597471,,0.059069782629762944,,,0.5364636752136752,0.403331126085882,0.45454545454545453,2.3636363636363638,0.45454545454545453,0.19230769230769232,17.47802197802198,32.21316608273368,1.2,0.8366600265340756,0.35355339059327373,0.0,0.5,0.0,0.47337278106508873,0.2755270158549975,82.48671328671328,153.6752061330589,0.038461538461538464,0.13660724161455887,1.612180535820893,0.020501606093538568,0.0,1.5428526390011117,0.5104690516684782,,,,,44385.0,6.0,GaussianNB,margin_sampling,0.4102061556329849
0,0.31539148518966603,0.2316306342098441,0.43452402954563,0.4123469871481748,2.1666666666666665,,,,,0.8112781244591328,0.4,1.0,,0.0,1.4494797951795437,0.2582638878391106,0.22001560360488365,0.8112781244591328,0.7,2.7291666666666665,0.7382283255240621,0.39256480677617156,0.24401053209141596,,,8.463659673659672,32.8386600423728,0.8181818181818181,81.83041958041956,229.77544609764252,,,,,13.837071994151325,,,4.2495439780171236e-05,,,,0.3333333333333333,,0.0,,0.5,0.3535533905932738,15.318764355594142,32.28609516570456,36.287943105318256,15.149873151646027,31.988527463158213,0.5869564400191174,0.3774474346769081,1.0,0.6306562238868912,0.46153846153846156,64.38602026413132,5.0673076923076925,11.285290800929255,1.1871713884206823,0.3669066744310127,,,0.0,,0.0,,0.0,,3.0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.36324157862838946,6.0,0.0,0.5,0.23570226039551584,inf,,,,,0.6527777777777778,3.4498961538461534,8.521899959397823,29.076923076923077,36.39991546904808,18.384615384615383,31.779990882830983,17.423076923076923,32.03738201154779,13.461538461538462,29.593554391766826,0.058630765584080584,0.09910299654408555,0.3333333333333333,0.3325922343879739,0.15574440987697152,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,,,,,2.0,0.07692307692307693,0.16666666666666666,1.0,0.0,1.0,0.0,26.0,7.0,0.0,2.0,0.08615384615384615,1.0,12.0,13.0,26.0,12.0,0.5623351446188083,6.411194877243969,,0.6190476190476191,0.3394474113947459,,,,,1.0,-0.09044036804487668,,,,,15.615384615384615,22.13427554373881,inf,2.0,5.2497091423620486,7.512776613280918,,0.05658866793088263,,,0.5361486997850634,0.4050649584811964,0.4166666666666667,2.1666666666666665,0.4166666666666667,0.19230769230769232,17.41346153846154,32.05297898071974,1.2,0.8366600265340756,0.35355339059327373,0.0,0.5,0.0,0.47337278106508873,0.2756957755074592,81.83041958041957,151.60058211345768,0.038461538461538464,0.13878594475500197,2.0693009969394422,0.013339741073002004,0.0,1.5337170508689393,0.4834122810607256,,,,,44385.0,7.0,GaussianNB,expected_error_reduction,0.38167340290764307
0,0.21780082250824134,0.24066348016590317,0.4346606509868298,0.4124910556797084,2.0,0.85,5.5,0.3374742788552764,4.0,0.7793498372920851,0.4495412844036697,0.999758856558385,,0.0,1.5748945075240959,0.24391697814143037,0.22241899528240106,0.7793498372920851,0.7,2.9423076923076925,0.7493319674456025,0.3679698215957191,0.2544088534015113,,,8.400059171597631,34.153373263623486,0.8333333333333334,83.45364891518737,236.59766546490698,0.6,2.0,0.45946829173634074,6.5,16.50832773802531,,,0.0001136949765485542,,,,0.3076923076923077,,0.0,,0.5,0.38074980525429486,15.281165287307026,32.20857185665435,37.59105981184592,15.125130034569166,31.93390988267415,0.6108452083471002,0.3376915608321267,1.0384615384615385,0.7133120653431445,0.5,65.523241892687,4.730769230769231,10.776113185402954,1.1668009919774252,0.3690655354378214,,,0.0,,0.0,,0.0,,3.0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.37945252787048056,6.0,0.0,0.5,0.23570226039551584,2072.7047202325725,0.75,3.0,0.42491829279939874,5.0,0.6390532544378698,3.4213846153846155,8.310702161415355,29.076923076923077,36.39991546904808,18.284023668639055,31.635675833379693,17.153846153846153,31.930790541660325,13.461538461538462,29.593554391766826,0.04720949630148966,0.08381143726615957,0.3076923076923077,0.3352770605046155,0.14808467193761712,0.07692307692307693,0.2773500981126146,0.23076923076923078,0.4385290096535146,0.4,1.0,0.45946829173634074,6.5,2.0,0.07692307692307693,0.15384615384615385,1.0,0.0,1.0,0.0,26.0,6.0,0.0,2.0,0.08615384615384615,1.0,13.0,12.0,26.0,12.0,0.5402041423888608,8.207059702797855,,0.6190476190476191,0.3393440570801113,0.85,5.5,0.24152294576982394,2.0,0.9995177712669295,-0.10426606107177387,0.85,5.5,0.24152294576982394,2.0,15.615384615384615,22.13427554373881,2072.7047202325725,2.0,5.265807616209562,7.612746930433654,,0.06318921122207702,,,0.5301742239242239,0.40788350968083303,0.5384615384615384,2.0,0.38461538461538464,0.19230769230769232,17.23076923076923,31.859815210718956,1.2,0.8366600265340756,0.35355339059327373,0.0,0.5,0.0,0.47337278106508873,0.2751676039097876,83.45364891518737,154.62667994957334,0.038461538461538464,0.13914541542635858,2.025007626902833,0.012005766965701804,0.00048222873307046676,1.5346243433052662,0.44172282821682346,0.85,5.5,0.24152294576982394,2.0,44385.0,8.0,GaussianNB,density_weighted_sampling,0.38167340290764307
0,0.31110806764841126,0.27650059262578525,0.4391157961649209,0.42147893048722485,1.8571428571428572,0.95,7.0,0.15811388300841897,1.0,0.74959525725948,0.49230769230769234,0.9981333512067407,,0.0,1.799431714138193,0.2413690973438838,0.22201624851327315,0.74959525725948,0.5909090909090908,3.232142857142857,0.7656337603221627,0.3432027309212718,0.2628892894470227,,,8.071293322062553,32.557968140227445,0.8461538461538461,80.27007607776838,224.74266422787133,0.75,3.5,0.3535533905932738,4.0,15.869334297811658,,,0.0006931020289370855,,,,0.2857142857142857,,0.0,,0.5,0.40406101782088427,15.245891632720129,32.132370697784395,38.74175761742644,15.099888360382108,31.874607675893674,0.6719934565219042,0.3926415670403964,1.0714285714285714,0.7931714058895964,0.5384615384615384,65.5793655073176,4.759615384615385,10.192271770618847,1.1414755964611656,0.37472266803172427,,,0.0,,0.0,,0.0,,3.0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.3933978962347216,6.0,0.0,0.5,0.23570226039551584,267.109941173547,0.75,3.5,0.42491829279939874,6.0,0.6173469387755102,3.1932923076923077,7.754350161292591,29.076923076923077,36.39991546904808,18.19230769230769,31.528909760828018,16.73076923076923,31.602604566469132,13.461538461538462,29.593554391766826,0.047235456963235514,0.08130862564516593,0.2857142857142857,0.3210688332522345,0.1517794860244059,0.07142857142857142,0.26726124191242434,0.21428571428571427,0.42581531362632,0.6,1.0,0.45946829173634074,7.0,2.0,0.07692307692307693,0.14285714285714285,1.0,0.0,1.0,0.0,26.0,6.0,0.0,2.0,0.08615384615384615,1.0,14.0,12.0,26.0,12.0,0.5195798391305154,8.296317308980312,,0.6190476190476191,0.3360187168378757,0.85,5.5,0.24152294576982394,2.5,0.9962701867911988,-0.15466454537787927,0.85,5.5,0.24152294576982394,2.5,15.615384615384615,22.13427554373881,267.109941173547,2.0,5.178150172328764,7.456212868836511,,0.09013437053274156,,,0.5260878010878011,0.4116165589167447,0.5,1.8571428571428572,0.35714285714285715,0.19230769230769232,17.20769230769231,31.68283981055894,1.2,0.8366600265340756,0.35355339059327373,0.0,0.5,0.0,0.47337278106508873,0.2712081513845265,80.2700760777684,146.081221001584,0.038461538461538464,0.1394603627649309,1.9293094015378915,0.010914333605183459,0.003729813208801171,1.4982769278674983,0.42991382693843244,0.65,2.0,0.4116363011742823,5.0,44385.0,9.0,GaussianNB,density_weighted_sampling,0.38167340290764307
